LCID,LCID_slug,Variant Barcode,Variant Inventory Qty,Handle,Vendor,Product Gender,Title,Tags,Type,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Price,Variant Compare At Price,Variant Image,Body HTML,Published,Gift Card,Weight LBs
21,21-masseys-outfitters,197065345884,1,1984102-altra-running-mens-escalante-4,Altra Running,mens,Men's Escalante 4,"Spring 25,Gray,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Gray,Size,8.5 Regular,130,130,https://media2.locally.com/spec-640x640/1666-1984102-25471970-image-2156989.jpg,"Simplified and refreshed. We built the Escalante 4 as a nod to the fan-favorite Escalante 1.5, with FootShape fit, greater flexibility, and a lighter weight. Tackle fast training runs, daily walks, or everyday errands in this streamlined and versatile road-mile destroyer. It's got an engineered knit upper for a more sock-like and forgiving fit, with a knit tongue, just like the original Escalante. We evolved the rubber midsole for a lighter weight and more flexibility so you can feel connected to the road. A new footbed feels more like the iconic Escalante 1.5 and 2.0, with the same Altra EGO midsole foam for responsiveness and comfort. Move the way you were designed to with a roomy toe box to help your toes move freely and zero drop. How did we pack so much comfort and style into such a simple shoe? Lace it up, take it out, and see for yourself!",TRUE,FALSE,3
21,21-masseys-outfitters,197065345952,1,1984102-altra-running-mens-escalante-4,Altra Running,mens,Men's Escalante 4,"Spring 25,Gray,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Gray,Size,9 Regular,130,130,https://media2.locally.com/spec-640x640/1666-1984102-25471970-image-2156989.jpg,"Simplified and refreshed. We built the Escalante 4 as a nod to the fan-favorite Escalante 1.5, with FootShape fit, greater flexibility, and a lighter weight. Tackle fast training runs, daily walks, or everyday errands in this streamlined and versatile road-mile destroyer. It's got an engineered knit upper for a more sock-like and forgiving fit, with a knit tongue, just like the original Escalante. We evolved the rubber midsole for a lighter weight and more flexibility so you can feel connected to the road. A new footbed feels more like the iconic Escalante 1.5 and 2.0, with the same Altra EGO midsole foam for responsiveness and comfort. Move the way you were designed to with a roomy toe box to help your toes move freely and zero drop. How did we pack so much comfort and style into such a simple shoe? Lace it up, take it out, and see for yourself!",TRUE,FALSE,3
21,21-masseys-outfitters,197065339357,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,Blue,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Blue,Size,10 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25472001-image-2156980.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197065346102,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,White/Gray,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,White/Gray,Size,10 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25471954-image-2156991.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197065339425,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,Blue,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Blue,Size,10.5 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25472001-image-2156980.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197065339616,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,Blue,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Blue,Size,11 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25472001-image-2156980.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197065339739,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,Blue,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Blue,Size,11.5 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25472001-image-2156980.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197065339906,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,Blue,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Blue,Size,12 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25472001-image-2156980.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197065346720,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,White/Gray,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,White/Gray,Size,13 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25471954-image-2156991.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197065338817,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,Blue,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Blue,Size,8 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25472001-image-2156980.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197065338909,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,Blue,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Blue,Size,8.5 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25472001-image-2156980.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197065339111,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,Blue,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Blue,Size,9 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25472001-image-2156980.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197065339227,1,1984104-altra-running-mens-experience-flow,Altra Running,mens,Men's Experience Flow,"Spring 25,Blue,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Blue,Size,9.5 Regular,140,140,https://media2.locally.com/spec-640x640/1666-1984104-25472001-image-2156980.jpg,"The Experience Flow (formerly known as the AltraFWD Experience) is all about a ride that's smooth, effortless, and efficient. Glide through daily workouts, crush long training runs, and smile through miles with the run club crew. Featuring an updated two-color engineered mesh for greater breathability. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. It's got the same lightweight and responsive compression-molded midsole foam for performance. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Get into the flow and experience an effortless run!",TRUE,FALSE,3
21,21-masseys-outfitters,197642801512,3,1984105-altra-running-mens-experience-form,Altra Running,mens,Men's Experience Form,"Spring 25,Navy/Light,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Navy/Light,Size,10 Regular,145,145,https://media2.locally.com/spec-640x640/1666-1984105-28052265-image-2207512.jpg,"The Experience Form is all about effortless and supportive miles, with a lightweight midsole, guidance technology, and a 4mm drop. Sail through daily workouts, crush long training runs, and smile through miles with the run club crew in a support shoe that's ready to move. Lightweight and responsive compression-molded midsole foam encourages efficiency. It's got GuideRail technology, which encourages natural foot placement with gentle guidance for an inherently stable ride. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Feel the glide in your stride with the guidance and performance you need.",TRUE,FALSE,3
21,21-masseys-outfitters,197642801529,2,1984105-altra-running-mens-experience-form,Altra Running,mens,Men's Experience Form,"Spring 25,Navy/Light,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Navy/Light,Size,10.5 Regular,145,145,https://media2.locally.com/spec-640x640/1666-1984105-28052265-image-2207512.jpg,"The Experience Form is all about effortless and supportive miles, with a lightweight midsole, guidance technology, and a 4mm drop. Sail through daily workouts, crush long training runs, and smile through miles with the run club crew in a support shoe that's ready to move. Lightweight and responsive compression-molded midsole foam encourages efficiency. It's got GuideRail technology, which encourages natural foot placement with gentle guidance for an inherently stable ride. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Feel the glide in your stride with the guidance and performance you need.",TRUE,FALSE,3
21,21-masseys-outfitters,197642801543,3,1984105-altra-running-mens-experience-form,Altra Running,mens,Men's Experience Form,"Spring 25,Navy/Light,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Navy/Light,Size,11 Regular,145,145,https://media2.locally.com/spec-640x640/1666-1984105-28052265-image-2207512.jpg,"The Experience Form is all about effortless and supportive miles, with a lightweight midsole, guidance technology, and a 4mm drop. Sail through daily workouts, crush long training runs, and smile through miles with the run club crew in a support shoe that's ready to move. Lightweight and responsive compression-molded midsole foam encourages efficiency. It's got GuideRail technology, which encourages natural foot placement with gentle guidance for an inherently stable ride. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Feel the glide in your stride with the guidance and performance you need.",TRUE,FALSE,3
21,21-masseys-outfitters,197642801567,2,1984105-altra-running-mens-experience-form,Altra Running,mens,Men's Experience Form,"Spring 25,Navy/Light,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Navy/Light,Size,11.5 Regular,145,145,https://media2.locally.com/spec-640x640/1666-1984105-28052265-image-2207512.jpg,"The Experience Form is all about effortless and supportive miles, with a lightweight midsole, guidance technology, and a 4mm drop. Sail through daily workouts, crush long training runs, and smile through miles with the run club crew in a support shoe that's ready to move. Lightweight and responsive compression-molded midsole foam encourages efficiency. It's got GuideRail technology, which encourages natural foot placement with gentle guidance for an inherently stable ride. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Feel the glide in your stride with the guidance and performance you need.",TRUE,FALSE,3
21,21-masseys-outfitters,197642801581,2,1984105-altra-running-mens-experience-form,Altra Running,mens,Men's Experience Form,"Spring 25,Navy/Light,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Navy/Light,Size,12 Regular,145,145,https://media2.locally.com/spec-640x640/1666-1984105-28052265-image-2207512.jpg,"The Experience Form is all about effortless and supportive miles, with a lightweight midsole, guidance technology, and a 4mm drop. Sail through daily workouts, crush long training runs, and smile through miles with the run club crew in a support shoe that's ready to move. Lightweight and responsive compression-molded midsole foam encourages efficiency. It's got GuideRail technology, which encourages natural foot placement with gentle guidance for an inherently stable ride. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Feel the glide in your stride with the guidance and performance you need.",TRUE,FALSE,3
21,21-masseys-outfitters,197642801727,2,1984105-altra-running-mens-experience-form,Altra Running,mens,Men's Experience Form,"Spring 25,Navy/Light,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Navy/Light,Size,13 Regular,145,145,https://media2.locally.com/spec-640x640/1666-1984105-28052265-image-2207512.jpg,"The Experience Form is all about effortless and supportive miles, with a lightweight midsole, guidance technology, and a 4mm drop. Sail through daily workouts, crush long training runs, and smile through miles with the run club crew in a support shoe that's ready to move. Lightweight and responsive compression-molded midsole foam encourages efficiency. It's got GuideRail technology, which encourages natural foot placement with gentle guidance for an inherently stable ride. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Feel the glide in your stride with the guidance and performance you need.",TRUE,FALSE,3
21,21-masseys-outfitters,197642801376,1,1984105-altra-running-mens-experience-form,Altra Running,mens,Men's Experience Form,"Spring 25,Navy/Light,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Navy/Light,Size,8 Regular,145,145,https://media2.locally.com/spec-640x640/1666-1984105-28052265-image-2207512.jpg,"The Experience Form is all about effortless and supportive miles, with a lightweight midsole, guidance technology, and a 4mm drop. Sail through daily workouts, crush long training runs, and smile through miles with the run club crew in a support shoe that's ready to move. Lightweight and responsive compression-molded midsole foam encourages efficiency. It's got GuideRail technology, which encourages natural foot placement with gentle guidance for an inherently stable ride. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Feel the glide in your stride with the guidance and performance you need.",TRUE,FALSE,3
21,21-masseys-outfitters,197642801383,2,1984105-altra-running-mens-experience-form,Altra Running,mens,Men's Experience Form,"Spring 25,Navy/Light,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Navy/Light,Size,8.5 Regular,145,145,https://media2.locally.com/spec-640x640/1666-1984105-28052265-image-2207512.jpg,"The Experience Form is all about effortless and supportive miles, with a lightweight midsole, guidance technology, and a 4mm drop. Sail through daily workouts, crush long training runs, and smile through miles with the run club crew in a support shoe that's ready to move. Lightweight and responsive compression-molded midsole foam encourages efficiency. It's got GuideRail technology, which encourages natural foot placement with gentle guidance for an inherently stable ride. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Feel the glide in your stride with the guidance and performance you need.",TRUE,FALSE,3
21,21-masseys-outfitters,197642801390,2,1984105-altra-running-mens-experience-form,Altra Running,mens,Men's Experience Form,"Spring 25,Navy/Light,Apparel & Accessories,Footwear,Shoes,Running Shoes,mens",Apparel & Accessories > Footwear > Shoes > Running Shoes,Color,Navy/Light,Size,9 Regular,145,145,https://media2.locally.com/spec-640x640/1666-1984105-28052265-image-2207512.jpg,"The Experience Form is all about effortless and supportive miles, with a lightweight midsole, guidance technology, and a 4mm drop. Sail through daily workouts, crush long training runs, and smile through miles with the run club crew in a support shoe that's ready to move. Lightweight and responsive compression-molded midsole foam encourages efficiency. It's got GuideRail technology, which encourages natural foot placement with gentle guidance for an inherently stable ride. A low 4mm drop complements the shoe's rocker shape geometry for an efficient toe-off and a smooth, quick roll through your stride. With Altra's signature FootShape fit, you get a roomy toe box and a secure midfoot, so you can move the way you were designed to. Feel the glide in your stride with the guidance and performance you need.",TRUE,FALSE,3
